Poster_Link,Series_Title,Genre,Director,text-prep-stem
"https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",The Shawshank Redemption,Drama,Frank Darabont,drama two imprison men bond number year find solac eventu redempt act common decenc frank darabont tim robbin morgan freeman bob gunton william sadler
"https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",The Godfather,"Crime, Drama",Francis Ford Coppola,crime drama organ crime dynasti age patriarch transfer control clandestin empir reluct son franci ford coppola marlon brando al pacino jame caan dian keaton
"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Dark Knight,"Action, Crime, Drama",Christopher Nolan,action crime drama menac known joker wreak havoc chao peopl gotham batman must accept one greatest psycholog physic test abil fight injustic christoph nolan christian bale heath ledger aaron eckhart michael cain
"https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",The Godfather: Part II,"Crime, Drama",Francis Ford Coppola,crime drama earli life career vito corleon new york citi portray son michael expand tighten grip famili crime syndic franci ford coppola al pacino robert de niro robert duval dian keaton
"https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",12 Angry Men,"Crime, Drama",Sidney Lumet,crime drama juri holdout attempt prevent miscarriag justic forc colleagu reconsid evid sidney lumet henri fonda lee j cobb martin balsam john fiedler
"https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lord of the Rings: The Return of the King,"Action, Adventure, Drama",Peter Jackson,action adventur drama gandalf aragorn lead world men sauron armi draw gaze frodo sam approach mount doom one ring peter jackson elijah wood viggo mortensen ian mckellen orlando bloom
"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",Pulp Fiction,"Crime, Drama",Quentin Tarantino,crime drama live two mob hitmen boxer gangster wife pair diner bandit intertwin four tale violenc redempt quentin tarantino john travolta uma thurman samuel l jackson bruce willi
"https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Schindler's List,"Biography, Drama, History",Steven Spielberg,biographi drama histori germanoccupi poland world war ii industrialist oskar schindler gradual becom concern jewish workforc wit persecut nazi steven spielberg liam neeson ralph fienn ben kingsley carolin goodal
"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Inception,"Action, Adventure, Sci-Fi",Christopher Nolan,action adventur scifi thief steal corpor secret use dreamshar technolog given invers task plant idea mind ceo christoph nolan leonardo dicaprio joseph gordonlevitt elliot page ken watanab
"https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Fight Club,Drama,David Fincher,drama insomniac offic worker devilmaycar soapmak form underground fight club evolv someth much much david fincher brad pitt edward norton meat loaf zach grenier
"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lord of the Rings: The Fellowship of the Ring,"Action, Adventure, Drama",Peter Jackson,action adventur drama meek hobbit shire eight companion set journey destroy power one ring save middleearth dark lord sauron peter jackson elijah wood ian mckellen orlando bloom sean bean
"https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",Forrest Gump,"Drama, Romance",Robert Zemeckis,drama romanc presid kennedi johnson event vietnam waterg histor event unfold perspect alabama man iq whose desir reunit childhood sweetheart robert zemecki tom hank robin wright gari sinis salli field
"https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Il buono, il brutto, il cattivo",Western,Sergio Leone,western bounti hunt scam join two men uneasi allianc third race find fortun gold buri remot cemeteri sergio leon clint eastwood eli wallach lee van cleef aldo giuffrè
"https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lord of the Rings: The Two Towers,"Action, Adventure, Drama",Peter Jackson,action adventur drama frodo sam edg closer mordor help shifti gollum divid fellowship make stand sauron new alli saruman hord isengard peter jackson elijah wood ian mckellen viggo mortensen orlando bloom
"https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Matrix,"Action, Sci-Fi",Lana Wachowski,action scifi beauti stranger lead comput hacker neo forbid underworld discov shock truthth life know elabor decept evil cyberintellig lana wachowski lilli wachowski keanu reev laurenc fishburn carrieann moss
"https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Goodfellas,"Biography, Crime, Drama",Martin Scorsese,biographi crime drama stori henri hill life mob cover relationship wife karen hill mob partner jimmi conway tommi devito italianamerican crime syndic martin scorses robert de niro ray liotta joe pesci lorrain bracco
"https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Wars: Episode V - The Empire Strikes Back,"Action, Adventure, Fantasy",Irvin Kershner,action adventur fantasi rebel brutal overpow empir ice planet hoth luke skywalk begin jedi train yoda friend pursu darth vader bounti hunter name boba fett galaxi irvin kershner mark hamil harrison ford carri fisher billi dee william
"https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",One Flew Over the Cuckoo's Nest,Drama,Milos Forman,drama crimin plead insan admit mental institut rebel oppress nurs ralli scare patient milo forman jack nicholson louis fletcher michael berryman peter brocco
"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",Hamilton,"Biography, Drama, History",Thomas Kail,biographi drama histori real life one america foremost found father first secretari treasuri alexand hamilton captur live broadway richard rodger theater origin broadway cast thoma kail linmanuel miranda phillipa soo lesli odom jr rené elis goldsberri
"https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Gisaengchung,"Comedy, Drama, Thriller",Bong Joon Ho,comedi drama thriller greed class discrimin threaten newli form symbiot relationship wealthi park famili destitut kim clan bong joon ho kangho song lee sunkyun cho yeojeong choi woosik
"https://m.media-amazon.com/images/M/MV5BOTc2ZTlmYmItMDBhYS00YmMzLWI4ZjAtMTI5YTBjOTFiMGEwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Soorarai Pottru,Drama,Sudha Kongara,drama nedumaaran rajangam maara set make common man fli process take world capit intens industri sever enemi stand way sudha kongara suriya madhavan paresh rawal aparna balamurali
"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Interstellar,"Adventure, Drama, Sci-Fi",Christopher Nolan,adventur drama scifi team explor travel wormhol space attempt ensur human surviv christoph nolan matthew mcconaughey ann hathaway jessica chastain mackenzi foy
"https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Cidade de Deus,"Crime, Drama",Fernando Meirelles,crime drama slum rio two kid path diverg one struggl becom photograph kingpin fernando meirell kátia lund alexandr rodrigu leandro firmino matheus nachtergael
"https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Sen to Chihiro no kamikakushi,"Animation, Adventure, Family",Hayao Miyazaki,anim adventur famili famili move suburb sullen yearold girl wander world rule god witch spirit human chang beast hayao miyazaki daveigh chase suzann pleshett miyu irino rumi hiiragi
"https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Saving Private Ryan,"Drama, War",Steven Spielberg,drama war follow normandi land group us soldier go behind enemi line retriev paratroop whose brother kill action steven spielberg tom hank matt damon tom sizemor edward burn
"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX67_CR0,0,67,98_AL_.jpg",The Green Mile,"Crime, Drama, Fantasy",Frank Darabont,crime drama fantasi live guard death row affect one charg black man accus child murder rape yet mysteri gift frank darabont tom hank michael clark duncan david mors bonni hunt
"https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",La vita è bella,"Comedy, Drama, Romance",Roberto Benigni,comedi drama romanc openmind jewish librarian son becom victim holocaust use perfect mixtur humor imagin protect son danger around camp roberto benigni roberto benigni nicoletta braschi giorgio cantarini giustino durano
"https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Se7en,"Crime, Drama, Mystery",David Fincher,crime drama mysteri two detect rooki veteran hunt serial killer use seven dead sin motiv david fincher morgan freeman brad pitt kevin spacey andrew kevin walker
"https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Silence of the Lambs,"Crime, Drama, Thriller",Jonathan Demme,crime drama thriller young fbi cadet must receiv help incarcer manipul cannib killer help catch anoth serial killer madman skin victim jonathan demm jodi foster anthoni hopkin lawrenc bonney kasi lemmon
"https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Wars,"Action, Adventure, Fantasy",George Lucas,action adventur fantasi luke skywalk join forc jedi knight cocki pilot wookie two droid save galaxi empir worlddestroy battl station also attempt rescu princess leia mysteri darth vader georg luca mark hamil harrison ford carri fisher alec guin
"https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR2,0,67,98_AL_.jpg",Seppuku,"Action, Drama, Mystery",Masaki Kobayashi,action drama mysteri ronin request seppuku feudal lord palac told brutal suicid anoth ronin previous visit reveal past intertwin challeng clan integr masaki kobayashi tatsuya nakadai akira ishihama shima iwashita tetsurô tanba
"https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Shichinin no samurai,"Action, Adventure, Drama",Akira Kurosawa,action adventur drama poor villag attack bandit recruit seven unemploy samurai help defend akira kurosawa toshirô mifun takashi shimura keiko tsushima yukiko shimazaki
"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY98_CR0,0,67,98_AL_.jpg",It's a Wonderful Life,"Drama, Family, Fantasy",Frank Capra,drama famili fantasi angel sent heaven help desper frustrat businessman show life would like never exist frank capra jame stewart donna reed lionel barrymor thoma mitchel
"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Joker,"Crime, Drama, Thriller",Todd Phillips,crime drama thriller gotham citi mental troubl comedian arthur fleck disregard mistreat societi embark downward spiral revolut bloodi crime path bring facetofac alterego joker todd phillip joaquin phoenix robert de niro zazi beetz franc conroy
"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Whiplash,"Drama, Music",Damien Chazelle,drama music promis young drummer enrol cutthroat music conservatori dream great mentor instructor stop noth realiz student potenti damien chazell mile teller jk simmon melissa benoist paul reiser
"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Intouchables,"Biography, Comedy, Drama",Olivier Nakache,biographi comedi drama becom quadripleg paraglid accid aristocrat hire young man project caregiv olivi nakach éric toledano françoi cluzet omar sy ann le ny
"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg",The Prestige,"Drama, Mystery, Sci-Fi",Christopher Nolan,drama mysteri scifi tragic accid two stage magician engag battl creat ultim illus sacrif everyth outwit christoph nolan christian bale hugh jackman scarlett johansson michael cain
"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UX67_CR0,0,67,98_AL_.jpg",The Departed,"Crime, Drama, Thriller",Martin Scorsese,crime drama thriller undercov cop mole polic attempt identifi infiltr irish gang south boston martin scorses leonardo dicaprio matt damon jack nicholson mark wahlberg
"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",The Pianist,"Biography, Drama, Music",Roman Polanski,biographi drama music polish jewish musician struggl surviv destruct warsaw ghetto world war ii roman polanski adrien brodi thoma kretschmann frank finlay emilia fox
"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Gladiator,"Action, Adventure, Drama",Ridley Scott,action adventur drama former roman general set exact vengeanc corrupt emperor murder famili sent slaveri ridley scott russel crow joaquin phoenix conni nielsen oliv reed
"https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",American History X,Drama,Tony Kaye,drama former neonazi skinhead tri prevent younger brother go wrong path toni kay edward norton edward furlong bever dangelo jennif lien
"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Usual Suspects,"Crime, Mystery, Thriller",Bryan Singer,crime mysteri thriller sole survivor tell twisti event lead horrif gun battl boat began five crimin met seem random polic lineup bryan singer kevin spacey gabriel byrn chazz palminteri stephen baldwin
"https://m.media-amazon.com/images/M/MV5BODllNWE0MmEtYjUwZi00ZjY3LThmNmQtZjZlMjI2YTZjYmQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",Léon,"Action, Crime, Drama",Luc Besson,action crime drama mathilda yearold girl reluct taken léon profession assassin famili murder unusu relationship form becom protégé learn assassin trade luc besson jean reno gari oldman natali portman danni aiello
"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lion King,"Animation, Adventure, Drama",Roger Allers,anim adventur drama lion princ simba father target bitter uncl want ascend throne roger aller rob minkoff matthew broderick jeremi iron jame earl jone
"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Terminator 2: Judgment Day,"Action, Sci-Fi",James Cameron,action scifi cyborg ident one fail kill sarah connor must protect teenag son john connor advanc power cyborg jame cameron arnold schwarzenegg linda hamilton edward furlong robert patrick
"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UX67_CR0,0,67,98_AL_.jpg",Nuovo Cinema Paradiso,"Drama, Romance",Giuseppe Tornatore,drama romanc filmmak recal childhood fall love pictur cinema home villag form deep friendship cinema projectionist giusepp tornator philipp noiret enzo cannaval antonella attili isa dani
"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Hotaru no haka,"Animation, Drama, War",Isao Takahata,anim drama war young boy littl sister struggl surviv japan world war ii isao takahata tsutomu tatsumi ayano shiraishi akemi yamaguchi yoshiko shinohara
"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Back to the Future,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,adventur comedi scifi marti mcfli yearold high school student accident sent thirti year past timetravel delorean invent close friend eccentr scientist doc brown robert zemecki michael j fox christoph lloyd lea thompson crispin glover
"https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Once Upon a Time in the West,Western,Sergio Leone,western mysteri stranger harmonica join forc notori desperado protect beauti widow ruthless assassin work railroad sergio leon henri fonda charl bronson claudia cardinal jason robard
"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Psycho,"Horror, Mystery, Thriller",Alfred Hitchcock,horror mysteri thriller phoenix secretari embezzl employ client goe run check remot motel run young man domin mother alfr hitchcock anthoni perkin janet leigh vera mile john gavin
"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Casablanca,"Drama, Romance, War",Michael Curtiz,drama romanc war cynic expatri american cafe owner struggl decid whether not help former lover fugit husband escap nazi french morocco michael curtiz humphrey bogart ingrid bergman paul henreid claud rain
"https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Modern Times,"Comedy, Drama, Family",Charles Chaplin,comedi drama famili tramp struggl live modern industri societi help young homeless woman charl chaplin charl chaplin paulett goddard henri bergman tini sandford
"https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",City Lights,"Comedy, Drama, Romance",Charles Chaplin,comedi drama romanc aid wealthi errat tippler dewyey tramp fallen love sightless flower girl accumul money abl help medic charl chaplin charl chaplin virginia cherril florenc lee harri myer
"https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Capharnaüm,Drama,Nadine Labaki,drama serv fiveyear sentenc violent crime yearold boy sue parent neglect nadin labaki zain al rafeea yordano shiferaw boluwatif treasur bankol kawsar al haddad
"https://m.media-amazon.com/images/M/MV5BNWJhMDlmZGUtYzcxNS00NDRiLWIwNjktNDY1Mjg3ZjBkYzY0XkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_UY98_CR2,0,67,98_AL_.jpg",Ayla: The Daughter of War,"Biography, Drama, History",Can Ulkay,biographi drama histori amidst ravag korean war sergeant süleyman stumbl upon halffrozen littl girl parent help sight frantic scare verg death see full summari » ulkay erdem çetin tekindor ismail hacioglu kyungjin lee
"https://m.media-amazon.com/images/M/MV5BY2FiMTFmMzMtZDI2ZC00NDQyLWExYTUtOWNmZWM1ZDg5YjVjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Vikram Vedha,"Action, Crime, Drama",Gayatri,action crime drama vikram nononsens polic offic accompani simon partner hunt captur vedha smuggler murder vedha tri chang vikram life lead conflict gayatri pushkar madhavan vijay sethupathi shraddha srinath
"https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UX67_CR0,0,67,98_AL_.jpg",Kimi no na wa.,"Animation, Drama, Fantasy",Makoto Shinkai,anim drama fantasi two stranger find link bizarr way connect form distanc thing keep apart makoto shinkai ryûnosuk kamiki mone kamishiraishi ryô narita aoi yûki
"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY98_CR1,0,67,98_AL_.jpg",Dangal,"Action, Biography, Drama",Nitesh Tiwari,action biographi drama former wrestler mahavir singh phogat two wrestler daughter struggl toward glori commonwealth game face societ oppress nitesh tiwari aamir khan sakshi tanwar fatima sana shaikh sanya malhotra
"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Spider-Man: Into the Spider-Verse,"Animation, Action, Adventure",Bob Persichetti,anim action adventur teen mile moral becom spiderman univers must join five spiderpow individu dimens stop threat realiti bob persichetti peter ramsey rodney rothman shameik moor jake johnson
"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Avengers: Endgame,"Action, Adventure, Drama",Anthony Russo,action adventur drama devast event aveng infin war univers ruin help remain alli aveng assembl order revers thano action restor balanc univers anthoni russo joe russo robert downey jr chris evan mark ruffalo
"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Avengers: Infinity War,"Action, Adventure, Sci-Fi",Anthony Russo,action adventur scifi aveng alli must will sacrific attempt defeat power thano blitz devast ruin put end univers anthoni russo joe russo robert downey jr chris hemsworth mark ruffalo
"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg",Coco,"Animation, Adventure, Family",Lee Unkrich,anim adventur famili aspir musician miguel confront famili ancestr ban music enter land dead find greatgreatgrandfath legendari singer lee unkrich adrian molina anthoni gonzalez gael garcía bernal benjamin bratt
"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Django Unchained,"Drama, Western",Quentin Tarantino,drama western help german bounti hunter freed slave set rescu wife brutal mississippi plantat owner quentin tarantino jami foxx christoph waltz leonardo dicaprio kerri washington
"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Dark Knight Rises,"Action, Adventure",Christopher Nolan,action adventur eight year joker reign anarchi batman help enigmat catwoman forc exil save gotham citi brutal guerrilla terrorist bane christoph nolan christian bale tom hardi ann hathaway gari oldman
